Верхний зуб 1,Верхний зуб 2,Верхний зуб 3,Верхний зуб 4,Верхний зуб 5,Верхний зуб 6,Нижний зуб 1,Нижний зуб 2,Нижний зуб 3,Нижний зуб 4,Нижний зуб 5,Нижний зуб 6,Индекс 1
2.88,5.36,1.69,9.99,7.84,1.07,8.59,8.0,9.11,1.23,8.3,0.14,81.510
3.74,3.4,0.07,0.22,3.65,5.01,6.67,4.26,8.8,4.85,0.34,5.18,53.455
5.26,9.42,7.83,3.3,3.58,6.62,3.47,4.04,8.42,7.95,6.73,1.91,110.732
1.11,4.38,2.78,0.56,9.2,1.88,9.24,0.3,5.07,4.64,9.6,4.16,60.315
5.6,0.77,5.18,0.15,8.39,2.8,8.45,0.75,3.72,4.84,9.18,6.53,68.390
4.79,9.28,9.8,0.93,8.55,7.12,6.11,7.27,1.13,2.83,4.59,3.38,159.897
5.56,1.06,9.8,4.61,5.7,2.76,7.31,5.95,9.35,5.76,4.73,9.81,68.725
7.0,1.28,4.38,4.39,4.79,2.24,3.45,0.58,9.28,8.79,8.32,1.2,76.154
9.59,4.09,9.01,5.76,2.2,4.63,4.65,6.93,9.28,2.74,6.17,0.79,115.445
0.98,5.4,6.9,4.85,3.42,7.52,3.6,5.67,4.3,2.01,0.13,0.74,176.717
3.06,6.39,9.52,6.91,2.05,4.3,0.6,6.69,9.63,3.34,2.37,6.8,109.514
5.41,2.11,7.79,8.22,5.95,9.39,0.18,7.45,5.43,4.15,0.07,6.8,161.420
3.09,9.61,3.96,8.52,4.75,6.03,6.08,4.7,8.51,0.77,2.82,7.99,116.489
0.67,5.01,0.93,0.84,1.95,3.24,8.97,0.38,1.82,6.39,5.03,6.98,42.746
9.29,1.3,9.11,5.98,9.27,8.08,5.37,9.39,8.98,3.81,9.44,6.18,99.676
6.32,0.07,5.55,0.02,9.36,0.93,5.67,6.53,1.1,9.36,2.42,4.41,75.449
7.49,4.65,6.54,0.52,0.28,1.03,6.09,3.57,5.89,9.4,6.63,8.87,50.705
5.51,5.78,1.13,7.68,4.35,4.69,1.59,0.02,9.93,3.46,9.28,0.57,117.264
7.59,9.55,6.3,9.82,1.01,7.1,3.48,7.68,0.05,1.66,8.36,6.17,150.985
6.56,3.52,9.25,2.52,9.53,5.36,3.2,8.8,8.01,3.53,5.39,6.08,104.941
0.16,0.15,7.47,5.91,2.7,0.41,6.02,7.85,5.98,2.39,0.09,6.91,57.456
4.57,9.73,7.73,1.06,1.59,0.34,8.16,1.42,0.25,8.65,4.99,8.16,79.102
7.89,3.53,4.05,3.65,1.42,6.61,9.12,5.5,9.58,4.89,4.56,3.88,72.342
4.48,7.77,6.68,6.07,2.79,8.34,1.41,7.31,6.23,0.89,3.44,0.11,186.333
3.29,1.78,5.79,2.04,2.77,4.37,0.57,0.11,0.31,2.42,5.67,0.3,213.646
5.76,8.94,2.33,1.73,6.84,2.69,6.34,4.77,6.5,2.89,6.77,8.2,79.758
5.08,5.88,9.31,7.34,2.51,3.91,6.36,6.4,0.44,5.97,3.65,2.47,134.559
8.68,3.0,3.03,6.04,5.15,7.51,8.6,4.79,7.71,9.48,7.69,3.5,79.986
5.93,4.56,9.31,7.51,4.01,8.87,2.94,1.62,9.12,5.61,0.58,9.96,134.730
7.47,8.87,1.25,0.22,6.44,6.0,7.84,5.95,4.12,0.29,6.84,6.72,95.246
4.55,2.59,0.51,6.68,6.49,2.07,9.6,1.05,2.06,1.73,2.42,2.36,119.095
1.67,5.28,7.16,9.85,0.33,3.22,9.76,2.72,2.24,1.87,8.56,8.63,81.439
8.06,9.22,0.34,4.59,3.55,3.96,4.51,2.29,2.1,0.36,7.84,5.96,128.881
9.09,9.97,9.61,3.85,1.81,6.51,2.49,6.63,0.81,1.55,8.14,1.06,197.485
4.34,1.95,1.85,8.53,5.5,3.42,3.88,7.7,8.93,4.3,9.84,1.73,70.341
3.77,6.18,8.68,1.5,9.18,4.69,0.41,0.27,9.18,4.73,3.51,3.47,157.626
0.39,8.27,0.02,5.35,6.12,5.79,9.22,0.82,2.68,2.06,0.13,1.44,158.654
7.08,3.23,7.41,1.64,3.15,1.08,9.23,5.46,6.76,1.49,4.92,3.6,74.984
7.02,6.41,4.44,0.08,3.58,6.47,4.76,2.82,9.58,9.29,6.6,8.14,67.978
7.47,8.95,4.41,7.99,3.52,9.9,1.64,3.91,0.61,5.29,5.17,5.06,194.834
8.4,0.71,6.9,6.77,4.96,9.09,6.3,4.13,7.27,4.13,4.69,8.62,104.809
8.8,6.72,0.24,4.53,3.03,1.7,1.56,3.74,6.06,7.57,2.44,4.55,96.528
8.08,7.93,4.76,3.89,2.69,4.36,1.42,3.78,8.87,2.93,0.74,6.84,129.007
9.58,5.32,9.74,1.78,4.9,5.5,4.51,2.64,9.93,9.12,0.69,2.1,127.009
8.27,8.74,5.82,4.69,8.02,3.51,1.93,3.21,1.93,4.51,5.84,1.59,205.418
9.67,0.2,3.46,1.31,9.54,1.72,0.44,2.93,3.39,5.48,2.21,6.87,121.482
6.69,7.1,6.45,4.82,3.49,6.87,9.88,3.02,7.65,0.36,9.64,4.88,99.972
2.28,5.23,0.52,6.79,1.75,0.81,1.9,9.64,0.49,8.94,6.16,2.47,58.716
0.75,2.41,4.94,7.95,5.74,0.68,2.47,2.29,5.5,1.08,0.49,0.11,188.191
7.13,4.78,6.95,1.51,3.42,1.29,0.57,1.47,1.48,8.05,7.24,8.9,90.509
6.55,6.92,6.83,4.65,3.86,4.13,1.41,8.28,8.58,2.44,2.15,6.4,112.577
2.82,6.28,7.24,1.35,3.65,3.66,9.45,7.54,9.65,6.99,7.97,3.54,55.383
4.35,2.76,7.78,1.27,6.95,4.09,1.42,8.72,1.1,5.79,2.1,5.36,111.066
7.28,8.86,4.78,4.19,2.51,0.54,4.67,7.13,5.9,0.58,6.3,9.0,83.859
5.3,6.24,2.29,2.49,2.13,7.63,8.99,8.64,9.32,0.16,9.28,0.27,71.140
8.51,7.58,7.26,9.62,3.36,8.7,3.72,3.01,0.28,3.54,7.11,2.44,224.030
2.27,8.75,6.29,1.83,0.47,5.3,0.83,7.52,7.13,5.98,7.67,0.84,83.116
0.49,2.29,2.5,6.74,2.01,7.03,6.61,5.83,3.75,4.71,1.87,9.52,65.221
9.49,0.59,7.87,1.43,2.66,0.71,5.11,5.89,6.44,2.24,5.43,5.87,73.434
5.61,5.27,7.89,7.65,3.03,2.04,9.95,6.87,4.03,5.3,7.32,2.12,88.480
8.51,3.49,8.69,5.78,0.76,2.95,2.96,5.3,9.99,5.9,0.48,1.03,117.615
0.37,5.38,3.76,2.6,8.92,9.08,2.24,7.01,7.86,4.51,5.24,8.59,84.937
2.44,1.71,5.2,7.76,0.22,1.94,5.08,0.68,1.6,3.69,3.01,9.97,80.191
6.56,9.18,7.25,7.16,8.42,2.86,8.78,0.36,0.74,9.8,5.01,4.81,140.441
8.16,6.64,3.21,0.28,7.78,1.51,1.54,5.45,6.34,3.08,3.7,1.18,129.544
0.32,5.85,0.92,4.89,4.47,5.47,5.93,5.67,6.27,3.75,3.44,5.17,72.511
0.94,8.72,9.4,6.33,1.3,0.18,7.6,3.67,8.47,3.67,9.09,9.2,64.436
8.35,7.84,3.47,6.89,5.71,7.23,9.14,6.33,8.07,6.44,7.49,2.32,99.246
6.49,2.15,5.03,9.48,9.03,5.82,1.93,7.99,3.07,2.91,3.16,7.36,143.830
3.18,1.74,6.22,4.76,3.33,2.26,0.25,9.76,0.56,6.19,1.45,2.41,104.219
0.99,2.92,1.94,7.33,0.54,3.07,9.45,0.11,6.07,5.36,7.3,2.97,53.711
0.02,3.68,5.72,5.97,0.93,0.41,5.16,7.73,5.77,0.15,2.25,5.88,62.101
8.5,5.11,0.83,2.78,4.1,6.2,6.16,0.77,5.51,9.67,5.69,3.58,87.699
2.89,2.74,9.85,9.58,2.03,7.79,0.24,7.65,1.78,4.73,4.29,9.75,122.644
8.68,2.13,6.84,1.49,0.57,8.25,6.64,2.84,5.65,3.17,9.39,1.54,95.655
3.85,2.54,7.93,4.13,1.7,4.57,7.23,5.0,7.87,6.06,4.47,2.93,73.659
2.11,5.59,8.98,9.6,9.56,8.07,0.62,1.67,9.62,0.99,2.09,7.11,198.688
0.89,7.71,5.81,9.92,6.15,1.03,3.8,5.74,5.99,5.31,7.08,6.22,92.296
5.98,6.16,9.01,7.04,6.34,7.68,9.64,2.3,0.7,5.07,1.19,3.28,190.307
4.94,6.55,7.38,4.12,4.13,2.77,4.27,0.71,8.12,1.76,0.33,5.53,144.257
2.01,9.86,7.81,7.7,4.35,4.68,4.99,4.2,8.75,1.86,8.91,7.17,101.477
8.18,5.81,2.02,2.27,0.49,8.02,2.23,8.02,2.75,4.62,8.07,0.33,102.959
7.31,1.66,2.65,3.19,8.49,4.88,2.58,5.05,2.8,9.68,5.43,4.18,94.818
6.58,5.94,3.0,8.46,3.18,1.68,2.53,8.41,9.48,3.28,5.16,8.18,77.862
3.82,6.41,5.45,0.52,8.45,2.98,9.94,9.77,9.11,2.53,8.52,4.21,62.681
4.61,8.47,4.93,4.79,1.06,9.77,7.91,9.16,0.21,0.48,2.24,0.86,161.218
2.68,0.65,0.9,8.45,9.95,4.82,0.01,9.86,0.95,0.3,4.56,1.11,163.490
3.66,0.34,9.75,7.12,2.28,2.66,1.95,9.31,1.77,1.72,0.37,6.25,120.777
5.77,7.91,0.68,1.54,5.08,8.7,0.43,6.8,9.17,4.97,1.72,1.94,118.578
1.21,2.76,9.16,1.97,3.44,3.26,5.57,3.5,7.54,6.23,1.55,4.08,76.572
3.78,7.04,9.16,2.72,1.64,1.51,1.77,2.07,6.47,7.58,7.49,5.15,84.671
3.85,6.36,2.89,6.76,8.72,4.85,7.51,1.0,8.02,1.54,6.73,5.39,110.732
7.96,0.21,8.47,0.92,6.13,4.0,3.35,2.02,5.15,7.37,8.38,9.83,76.704
8.57,2.3,6.27,4.06,9.02,9.86,0.65,7.15,7.0,0.17,6.61,4.81,151.876
9.3,6.13,8.01,9.45,4.03,6.33,0.41,8.02,9.36,8.0,4.79,8.75,109.967
4.32,5.11,6.46,7.5,3.63,8.94,5.21,2.13,7.82,2.26,4.41,9.59,114.449
0.18,0.36,2.09,3.81,5.5,2.78,2.95,4.74,8.81,8.09,2.57,0.54,53.141
9.18,1.43,8.18,1.44,6.42,8.89,4.97,3.87,3.93,1.34,3.9,5.14,153.521
0.96,0.34,1.62,1.98,4.96,2.27,2.32,4.15,9.75,1.77,2.48,5.7,46.351
7.07,5.84,6.67,6.71,2.93,8.4,0.98,7.33,3.95,1.57,8.21,7.06,129.278
7.01,9.9,8.89,3.11,0.18,6.44,10.0,4.66,0.92,8.49,0.96,4.74,119.348
8.9,8.99,6.63,0.05,3.49,9.53,4.18,9.8,6.61,2.96,4.57,4.34,115.804
6.84,9.37,8.16,6.17,3.2,7.31,0.23,3.31,6.66,2.48,3.1,5.5,192.904
8.55,2.54,6.5,1.54,5.69,6.77,0.06,6.42,2.91,8.86,9.29,9.85,84.488
3.79,2.56,5.55,6.02,9.56,5.0,6.37,2.99,8.69,3.29,8.45,6.26,90.097
1.86,5.2,4.16,6.5,4.3,5.59,2.54,7.3,2.71,9.82,5.99,3.49,86.688
5.48,6.83,4.01,3.48,6.6,9.41,2.49,0.03,6.25,3.09,8.61,4.31,144.512
4.67,5.88,1.6,2.61,6.08,9.09,7.75,5.99,6.07,8.11,7.05,9.18,67.792
1.31,6.72,2.05,2.91,6.16,5.75,5.01,6.36,4.37,6.84,7.37,9.77,62.689
4.23,3.72,5.64,2.36,0.61,0.65,3.1,2.12,2.72,7.62,5.82,5.04,65.140
8.4,4.93,6.48,0.57,5.45,8.78,4.64,10.0,5.54,6.25,3.42,5.21,98.716
5.24,0.16,1.66,8.25,4.51,8.32,0.7,9.49,7.66,0.79,0.53,1.34,137.201
9.58,1.22,7.59,6.32,0.21,8.18,7.02,8.06,0.24,4.58,9.94,3.85,98.249
1.74,4.55,6.72,0.11,4.12,8.97,6.43,9.35,0.78,1.36,2.85,6.63,95.657
6.89,4.71,6.86,0.41,1.59,4.85,3.71,9.82,9.36,2.6,7.28,6.16,65.014
4.96,7.65,4.44,0.24,5.01,8.26,0.99,8.61,8.27,2.99,9.22,6.18,84.280
8.85,1.42,0.81,2.86,3.84,1.94,6.38,7.59,1.11,3.7,6.96,2.32,70.278
0.14,0.87,7.07,3.35,6.11,5.93,8.08,2.97,5.04,6.56,3.61,1.68,84.001
1.38,5.49,1.82,6.22,8.77,7.25,6.07,0.12,0.29,4.48,0.21,6.4,176.039
1.71,5.0,5.83,1.58,8.75,0.37,5.02,6.03,0.02,6.45,9.98,5.07,71.354
9.75,1.29,5.81,9.41,8.2,4.17,0.62,3.38,3.23,3.62,9.29,9.84,128.853
0.44,5.93,1.53,2.62,7.03,1.42,8.98,8.89,9.13,6.22,1.75,9.85,42.325
1.36,9.76,0.72,0.51,0.4,4.98,3.17,3.52,9.72,0.58,0.84,3.9,81.592
5.53,0.57,2.15,7.26,0.45,3.65,1.83,9.56,8.4,6.93,4.83,7.92,49.683
7.21,0.05,2.78,0.4,5.38,1.62,8.32,5.11,2.39,2.28,5.7,5.46,59.604
0.01,7.78,0.67,3.86,4.28,1.87,2.26,9.29,7.13,4.95,6.51,5.12,52.382
7.65,1.22,1.63,5.35,5.53,0.83,4.06,1.25,2.17,8.47,6.56,2.53,88.698
0.88,1.58,9.11,4.72,2.22,1.63,3.33,7.98,6.62,6.26,7.13,4.91,55.589
7.57,5.29,2.36,6.74,8.72,4.64,4.56,1.78,6.09,5.06,1.57,8.7,127.233
6.04,2.22,8.9,6.5,2.61,6.76,6.18,4.83,8.34,8.36,6.71,8.76,76.494
9.3,1.84,6.84,9.46,4.8,9.8,1.69,3.56,2.05,3.03,6.98,7.37,170.340
3.07,8.59,1.93,6.9,5.54,2.19,0.98,1.66,7.72,4.82,6.79,6.65,98.602
5.7,6.79,8.22,8.27,0.3,4.47,7.6,6.16,6.52,3.58,2.82,9.43,93.464
1.13,3.27,6.48,9.23,8.52,0.44,2.33,4.06,5.3,3.4,0.97,0.55,175.015
3.18,9.5,9.8,3.5,8.4,6.23,8.81,4.24,1.92,5.66,4.81,4.36,136.275
1.27,1.66,7.39,5.46,9.62,9.07,9.44,5.63,9.22,5.43,2.27,0.54,105.964
2.75,9.41,9.02,3.47,7.71,0.01,1.15,5.43,4.61,6.3,8.35,8.61,93.962
0.22,4.25,0.47,9.01,6.53,2.56,7.65,4.31,1.42,3.58,4.54,5.57,85.113
9.45,4.4,8.17,3.92,9.52,2.87,7.11,6.5,6.9,7.57,1.95,3.17,115.452
3.22,5.1,0.74,3.11,9.77,5.42,8.96,7.48,2.52,9.98,4.75,2.5,75.601
0.42,1.22,4.35,9.55,7.24,6.73,7.44,1.44,9.23,6.47,5.48,4.37,85.710
5.33,6.77,1.78,9.24,4.44,7.0,0.43,7.51,3.84,2.81,6.31,9.99,111.881
3.78,2.83,0.69,1.55,1.81,0.99,1.66,6.34,7.97,5.75,5.28,8.16,33.134
1.85,6.25,9.08,9.95,3.65,6.59,0.06,0.07,3.3,4.9,5.2,0.71,262.430
0.17,6.51,2.91,1.58,5.73,3.59,5.63,9.63,0.41,3.96,1.93,3.14,82.955
8.52,2.45,6.88,8.69,9.28,8.39,6.34,7.69,6.29,8.43,4.09,2.93,123.595
8.4,8.04,0.98,9.12,5.97,8.37,1.83,4.27,7.97,8.71,6.66,2.32,128.715
4.89,7.43,8.7,2.37,3.45,5.01,2.22,1.76,8.89,5.83,1.17,9.5,108.444
4.12,2.42,5.18,2.95,5.74,6.16,3.75,1.5,4.58,7.07,3.44,8.29,92.805
5.17,2.17,7.3,6.22,2.35,2.64,4.85,9.26,1.4,0.59,7.76,3.89,93.153
7.21,6.0,6.9,1.61,8.32,4.27,7.88,4.37,3.57,8.76,0.62,8.21,102.694
4.15,6.92,9.92,2.76,8.3,6.29,9.44,3.95,3.45,0.35,0.78,6.67,155.601
8.29,0.36,2.87,7.34,9.62,0.77,1.68,5.32,6.0,3.36,2.25,8.1,109.510
6.45,3.75,3.55,9.79,1.54,3.11,1.86,3.04,7.08,8.97,9.94,8.44,71.676
6.15,2.66,1.61,7.92,6.5,4.18,2.0,7.11,3.2,9.02,6.91,3.65,91.000
7.18,8.89,8.91,0.38,7.33,3.47,6.72,5.23,6.81,0.33,5.98,7.42,111.296
7.09,1.15,0.57,8.36,0.26,4.88,7.75,9.13,1.5,2.16,0.24,3.82,90.691
5.31,7.8,5.84,5.24,4.3,8.49,7.17,0.41,3.0,5.17,1.03,3.06,186.391
2.47,1.36,7.8,2.54,2.47,3.94,7.27,0.88,6.71,8.52,0.97,9.8,60.264
7.45,6.65,0.64,8.94,9.61,6.52,6.21,2.05,3.41,2.97,2.21,1.21,220.432
9.23,1.73,9.79,2.69,6.66,1.4,4.02,0.74,8.39,6.06,3.92,7.39,103.211
7.95,1.5,4.72,5.32,2.43,6.89,3.95,1.08,3.44,1.77,7.94,2.34,140.400
1.45,2.19,4.88,1.04,4.85,1.63,3.66,9.81,5.94,9.13,4.59,5.41,41.619
9.65,9.48,5.13,6.88,8.36,6.19,3.78,2.61,4.62,4.35,3.81,9.57,158.977
9.38,9.36,5.19,3.97,1.29,5.56,5.44,6.61,9.7,5.85,0.02,6.95,100.521
6.59,9.22,5.73,8.14,0.61,1.62,5.67,7.12,1.83,2.48,1.11,6.12,131.155
5.88,8.65,9.59,4.8,8.97,0.85,3.36,8.44,5.47,7.03,8.83,7.39,95.607
2.49,4.59,8.48,8.63,1.26,5.25,5.07,5.55,2.4,9.49,1.81,9.21,91.560
5.81,7.48,9.15,2.21,9.44,5.08,7.95,4.35,9.82,1.9,4.7,5.71,113.767
2.84,3.65,1.21,7.05,1.36,0.2,4.34,2.96,6.45,5.99,3.24,3.24,62.204
5.64,8.99,8.66,4.99,3.18,9.29,1.77,9.81,7.66,4.38,0.04,6.07,137.067
1.93,1.78,1.66,0.68,5.73,4.12,6.79,4.39,1.88,0.8,6.54,2.42,69.676
7.84,1.98,8.35,2.47,9.6,0.04,7.62,8.1,1.32,0.03,1.95,1.73,145.928
2.18,8.88,3.72,1.15,6.79,3.51,3.33,4.69,8.71,9.09,5.95,9.63,63.357
3.08,8.57,8.58,5.14,6.01,5.86,3.79,4.29,5.45,0.89,9.28,7.8,118.222
4.98,6.98,5.21,8.32,6.78,6.66,7.18,2.21,7.28,2.43,4.55,3.49,143.441
4.91,7.38,4.62,0.66,1.53,1.63,0.21,4.29,9.65,1.59,1.54,8.2,81.358
0.69,1.49,3.35,5.47,2.19,9.85,7.8,2.69,4.98,2.63,2.72,6.72,83.660
4.7,9.32,7.92,9.63,5.61,1.01,1.19,7.4,0.74,5.99,4.12,7.66,140.923
4.1,4.18,3.39,6.38,1.89,8.9,2.87,3.98,1.3,1.19,0.42,1.47,256.812
9.37,4.51,8.36,6.96,9.26,1.89,0.56,7.72,6.5,9.62,7.4,2.69,116.990
5.28,1.12,2.53,7.47,9.28,9.39,9.35,0.9,1.01,8.65,0.69,2.57,151.360
7.75,3.75,4.33,6.48,9.53,9.08,0.94,9.35,5.13,7.74,9.46,6.87,103.621
1.74,4.7,9.61,5.91,2.81,8.2,1.26,3.03,6.16,0.09,6.3,3.47,162.334
4.42,0.66,9.0,1.1,0.24,2.09,7.65,0.81,2.46,9.98,9.13,9.66,44.117
7.45,7.39,4.57,1.52,0.38,9.19,3.72,8.16,2.35,3.01,6.0,0.13,130.509
1.72,2.71,4.31,0.74,1.18,9.47,9.26,4.64,4.62,8.82,3.41,8.64,51.104
9.43,4.27,9.12,4.57,5.22,4.3,3.71,0.35,9.29,9.69,5.89,3.46,113.955
3.33,0.11,8.2,5.54,6.36,3.47,5.29,4.73,9.22,4.73,7.36,9.33,66.429
3.48,0.57,7.44,2.5,3.15,4.97,5.03,8.9,5.12,3.55,7.9,5.2,61.933
8.45,7.99,6.28,0.34,3.74,8.76,2.27,6.06,9.24,7.6,0.12,4.97,117.515
3.76,8.68,3.13,3.57,8.8,3.48,9.3,3.57,6.53,2.36,1.44,0.79,130.971
0.32,7.8,2.66,1.15,5.87,7.48,5.28,2.28,5.9,1.4,3.04,8.12,97.156
1.33,8.27,5.14,4.98,7.75,7.52,1.2,6.97,4.35,3.84,1.34,7.94,136.466
5.89,2.94,8.09,6.72,2.86,9.91,9.11,3.73,3.63,0.6,4.85,8.2,120.883
5.99,0.61,8.47,7.28,0.56,4.03,6.98,1.76,3.21,0.25,6.49,9.46,95.702
5.8,8.91,4.6,1.47,0.38,9.32,0.92,5.8,4.94,2.2,9.04,7.4,100.594
6.02,5.38,5.02,9.45,7.51,6.16,2.47,6.77,1.24,1.54,8.0,3.76,166.274
3.51,3.94,2.91,5.8,1.57,4.55,2.1,1.27,0.2,6.48,3.75,5.06,118.134
1.56,9.23,7.22,7.6,1.41,3.69,9.6,1.94,9.78,5.78,1.3,5.58,90.377
5.29,3.56,5.71,2.78,0.98,8.25,7.33,7.34,4.62,2.93,4.81,8.16,75.504
1.18,2.14,5.49,3.74,3.69,1.66,3.21,7.53,1.39,6.27,7.31,9.67,50.594
2.33,7.33,6.9,5.77,1.04,8.49,3.65,3.79,3.0,0.79,7.48,1.6,156.869
2.44,9.22,3.28,2.32,9.89,1.62,5.09,1.13,1.54,6.83,3.17,3.11,137.853
0.53,0.04,9.47,3.31,5.11,2.54,3.48,3.01,3.38,2.54,8.88,0.71,95.455
8.38,6.88,5.54,3.59,9.64,6.97,2.44,5.78,9.17,3.01,8.33,6.37,116.809
1.46,8.47,6.67,1.87,0.78,6.31,4.73,9.49,0.26,8.81,3.7,0.44,93.183
9.14,3.23,4.09,8.52,1.56,3.19,0.87,3.71,1.39,9.18,8.03,1.52,120.364
3.74,1.69,2.83,5.28,5.24,1.37,7.46,5.77,0.82,7.94,7.49,4.89,58.627
0.88,6.34,7.45,2.63,6.2,5.57,2.62,3.52,3.55,6.77,8.34,9.05,85.879
9.21,5.56,9.47,5.32,5.75,5.15,6.57,3.35,5.37,3.04,6.11,3.47,144.966
9.0,4.13,5.76,4.57,3.46,5.71,6.76,1.73,6.56,7.21,4.97,2.03,111.517
2.64,9.24,3.51,9.58,4.23,1.63,9.76,2.24,4.2,5.77,0.82,8.44,98.719
9.1,1.37,2.65,6.44,1.39,9.29,3.96,2.19,4.77,2.04,3.55,9.85,114.719
6.36,2.78,3.27,3.45,7.27,2.36,4.74,0.34,6.26,0.14,1.26,8.15,122.020
3.81,0.3,7.78,5.39,9.19,4.16,4.32,8.42,4.53,8.23,8.11,3.54,82.450
2.09,8.73,1.06,1.54,6.39,8.41,3.24,6.7,6.21,6.46,6.64,7.98,75.799
2.91,9.95,7.44,9.47,5.59,8.91,8.79,3.51,2.9,5.49,7.96,4.34,134.192
9.32,2.34,3.02,1.03,4.81,4.5,7.74,7.1,3.81,2.48,5.53,8.61,70.938
9.62,4.29,4.05,0.39,6.46,8.04,1.32,2.18,5.44,2.46,8.44,8.83,114.580
6.65,1.22,4.8,4.42,8.59,2.21,6.26,4.01,7.38,5.42,7.76,5.98,75.767
9.99,7.23,5.32,6.85,2.22,5.17,1.08,9.87,4.95,5.49,5.29,6.19,111.895
9.17,3.54,4.36,3.37,0.65,4.29,2.27,7.42,5.8,8.19,7.46,1.84,76.956
1.81,4.12,6.46,4.89,3.41,3.03,4.65,2.11,0.29,5.16,1.5,2.45,146.782
6.83,1.33,0.86,5.83,8.77,9.47,7.79,1.6,9.38,8.82,7.33,6.01,80.845
2.02,5.99,5.37,0.84,9.89,2.59,7.81,1.09,5.32,5.12,7.46,9.43,73.696
9.5,5.17,9.4,0.71,6.26,6.0,2.36,9.86,5.8,0.25,1.5,4.29,153.948
7.99,6.14,1.95,0.73,3.38,3.91,2.31,2.9,0.15,0.74,5.84,9.96,110.046
5.27,4.8,7.18,3.61,2.84,3.1,0.78,0.61,8.0,3.69,3.8,3.58,130.987
7.95,3.01,8.42,1.89,2.33,0.86,8.35,7.38,6.21,1.72,0.86,0.36,98.312
8.18,0.99,9.92,5.83,5.37,4.56,2.87,6.13,6.49,2.36,4.87,4.88,126.268
5.84,4.82,9.69,9.88,7.68,3.77,1.29,5.22,1.62,3.22,2.89,3.32,237.358
3.78,5.16,1.43,2.36,0.32,5.14,7.6,0.63,5.41,6.65,2.4,0.68,77.835
4.18,3.84,2.02,4.97,9.76,5.8,4.67,8.86,1.6,4.24,5.74,6.55,96.557
3.0,3.84,8.37,4.12,3.3,2.83,2.29,3.58,0.02,9.85,4.73,2.67,110.026
7.05,7.57,0.91,4.64,2.24,4.66,2.27,9.61,4.96,7.46,8.43,2.39,77.079
1.73,4.79,5.0,4.75,6.68,7.96,0.81,9.57,0.55,9.84,8.74,9.08,80.098
4.95,7.79,8.29,7.8,5.24,6.19,6.4,9.66,9.87,7.16,5.0,4.62,94.264
1.61,0.73,0.35,0.64,2.53,1.91,1.77,2.5,0.26,4.82,7.27,5.61,34.953
8.17,5.56,4.43,8.4,1.47,7.27,8.45,3.4,8.35,4.41,1.59,8.13,102.826
1.03,7.78,6.6,2.15,9.19,9.15,9.5,3.22,4.22,1.44,3.03,5.12,135.319
5.47,3.39,0.15,0.97,4.68,1.18,4.8,9.31,5.14,2.24,1.96,3.95,57.810
3.05,2.62,4.63,9.67,8.51,3.38,3.54,7.21,8.82,2.01,7.6,1.14,105.079
6.75,2.37,2.44,9.27,0.53,0.53,7.2,3.11,8.94,6.93,1.8,3.16,70.295
8.93,4.77,9.1,1.17,7.02,4.41,5.19,3.44,4.22,2.78,1.52,1.62,188.599
0.18,9.46,5.65,3.99,9.81,7.88,7.03,4.64,9.74,7.21,4.98,1.01,106.819
2.53,3.17,5.51,4.29,1.94,1.7,5.89,1.55,0.36,2.31,3.76,8.22,86.646
3.24,8.74,7.2,6.35,9.53,5.8,1.28,7.2,5.64,5.48,4.3,7.3,130.962
5.72,1.2,8.34,2.71,5.83,3.78,4.12,9.97,4.77,2.22,4.3,3.3,96.165
2.98,1.32,1.26,9.21,8.38,0.65,1.56,9.72,5.72,6.03,2.81,7.82,70.707
9.22,0.24,5.92,5.09,1.94,7.21,0.81,4.76,5.45,1.01,6.08,4.61,130.370
1.81,4.32,5.61,6.78,7.86,2.73,5.16,6.88,8.85,4.56,4.98,7.25,77.256
3.75,4.92,7.68,8.85,5.93,1.55,7.45,9.64,9.26,1.39,6.92,8.19,76.266
2.68,6.16,5.37,4.01,5.93,4.73,9.3,7.59,3.29,7.14,4.77,0.58,88.399
5.35,2.99,9.57,4.59,9.9,5.54,5.37,6.24,5.04,3.6,2.16,7.32,127.615
3.63,6.58,4.78,8.42,9.94,6.75,2.96,9.5,8.39,9.17,1.73,3.55,113.598
4.26,1.7,8.85,7.78,1.15,8.4,8.56,4.54,1.92,6.69,8.25,2.84,97.988
8.54,1.52,8.03,8.48,5.74,3.54,5.7,8.78,1.28,8.1,1.64,1.94,130.649
7.63,5.36,7.78,5.28,4.11,9.75,3.91,5.87,7.1,2.21,0.28,5.28,161.907
1.27,4.91,6.78,8.52,4.45,4.93,1.08,4.71,5.09,5.18,4.71,7.86,107.789
1.56,6.97,1.37,4.25,0.35,3.49,6.53,4.74,0.25,4.66,5.35,0.91,80.169
0.08,2.94,8.64,2.16,1.29,5.13,2.31,4.99,3.7,9.01,6.17,3.28,68.703
4.08,2.3,0.72,6.57,4.65,4.51,4.66,5.94,9.51,9.31,8.89,9.34,47.912
8.45,7.57,0.49,4.09,2.59,2.08,9.06,4.55,3.48,9.42,9.51,3.51,63.926
4.87,2.47,0.92,4.87,7.17,0.7,4.23,7.07,4.53,4.23,6.99,4.61,66.330
9.95,7.38,5.31,5.78,0.07,0.11,3.52,6.83,7.53,1.63,8.84,2.84,91.696
